,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
584,14055,24117,Jalisco,Magdalena,71,0,0,0,0,3,6,7,11,6,8,6,13,11,0
585,14056,2224,Jalisco,Santa María del Oro,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,14057,4033,Jalisco,La Manzanilla de la Paz,24,0,0,0,0,0,2,1,5,9,3,2,2,0,0
587,14058,15635,Jalisco,Mascota,123,0,0,0,6,3,13,24,6,15,10,8,30,7,1
588,14059,14962,Jalisco,Mazamitla,105,0,0,0,0,0,0,16,20,6,12,8,38,5,0
589,14060,5470,Jalisco,Mexticacán,22,0,0,0,0,0,1,7,2,3,4,0,5,0,0
590,14061,20751,Jalisco,Mezquitic,67,0,0,0,2,1,5,1,2,5,8,26,10,6,1
591,14062,3772,Jalisco,Mixtlán,6,0,0,0,0,0,0,2,0,0,0,0,4,0,0
592,14063,106059,Jalisco,Ocotlán,957,0,0,25,27,48,51,75,75,59,62,108,313,97,17
593,14064,34061,Jalisco,Ojuelos de Jalisco,327,0,0,0,0,4,13,33,31,49,59,52,57,19,10
594,14065,12017,Jalisco,Pihuamo,36,0,0,0,4,2,2,4,10,3,0,1,6,2,2
595,14066,55191,Jalisco,Poncitlán,219,0,0,4,20,15,13,16,27,10,11,21,66,13,3
596,14067,299434,Jalisco,Puerto Vallarta,3364,0,6,69,230,327,601,520,449,283,145,134,403,154,43
597,14068,11662,Jalisco,Villa Purificación,32,0,0,0,0,2,1,13,5,4,1,4,2,0,0
598,14069,8797,Jalisco,Quitupan,19,0,0,0,0,1,1,6,2,0,2,1,5,1,0
599,14070,200159,Jalisco,El Salto,1213,0,0,1,73,79,103,78,101,86,89,177,233,164,29
600,14071,3155,Jalisco,San Cristóbal de la Barranca,7,0,0,0,1,0,0,1,0,1,0,0,4,0,0
601,14072,7699,Jalisco,San Diego de Alejandría,81,0,0,0,0,0,10,17,8,3,9,3,26,4,1
602,14073,74195,Jalisco,San Juan de los Lagos,585,0,1,2,48,60,30,33,30,58,107,77,98,39,2
603,14074,16999,Jalisco,San Julián,56,0,1,1,0,5,10,4,3,0,8,5,16,3,0
604,14075,4054,Jalisco,San Marcos,15,0,0,0,0,0,1,1,5,3,2,2,0,1,0
605,14076,3259,Jalisco,San Martín de Bolaños,7,0,0,0,0,0,0,3,2,0,0,0,2,0,0
606,14077,29493,Jalisco,San Martín Hidalgo,95,0,0,1,1,10,7,14,11,14,4,7,19,7,0
607,14078,35081,Jalisco,San Miguel el Alto,96,0,0,0,1,12,8,6,6,5,2,11,21,21,3
608,14079,15352,Jalisco,Gómez Farías,133,0,0,0,0,7,31,32,15,10,1,4,25,5,3
609,14080,5954,Jalisco,San Sebastián del Oeste,10,0,0,0,0,1,1,1,0,0,1,0,3,2,1
610,14081,3407,Jalisco,Santa María de los Ángeles,15,0,0,0,0,3,0,0,1,4,1,1,4,1,0
611,14082,39384,Jalisco,Sayula,176,0,0,0,2,9,20,16,15,14,13,13,49,23,2
612,14083,85654,Jalisco,Tala,628,0,0,0,4,55,59,65,61,72,34,72,146,51,9
613,14084,16034,Jalisco,Talpa de Allende,45,0,0,0,3,4,4,7,6,0,2,9,6,0,4
614,14085,41130,Jalisco,Tamazula de Gordiano,483,0,0,0,1,6,58,136,99,37,20,26,71,28,1
615,14086,20647,Jalisco,Tapalpa,44,0,0,0,0,2,6,4,8,4,1,5,9,5,0
616,14087,17722,Jalisco,Tecalitlán,69,0,0,0,2,0,6,13,13,8,10,2,14,1,0
617,14088,18483,Jalisco,Tecolotlán,33,0,1,1,3,2,1,2,6,2,1,1,9,3,1
618,14089,3994,Jalisco,Techaluta de Montenegro,16,0,0,0,0,0,0,1,2,2,1,1,4,5,0
619,14090,7500,Jalisco,Tenamaxtlán,6,0,0,0,0,0,1,1,0,1,0,1,2,0,0
620,14091,44188,Jalisco,Teocaltiche,341,0,0,0,0,1,7,17,58,63,92,40,40,18,5
621,14092,11168,Jalisco,Teocuitatlán de Corona,31,0,0,0,0,1,2,5,2,5,2,1,7,4,2
622,14093,151133,Jalisco,Tepatitlán de Morelos,1474,0,0,1,24,56,105,147,107,235,223,220,257,89,10
623,14094,44789,Jalisco,Tequila,104,0,0,5,1,5,7,13,18,8,3,7,20,16,1
624,14095,10327,Jalisco,Teuchitlán,39,0,0,0,1,5,2,1,3,3,3,8,10,2,1
625,14096,22538,Jalisco,Tizapán el Alto,49,0,0,5,0,4,6,7,7,1,5,4,9,1,0
626,14097,644175,Jalisco,Tlajomulco de Zúñiga,3769,0,1,14,108,346,365,236,305,263,361,481,799,394,96
627,14098,708568,Jalisco,San Pedro Tlaquepaque,5574,0,0,19,148,513,468,405,392,428,540,765,1269,526,101
628,14099,10926,Jalisco,Tolimán,24,0,0,0,1,2,5,5,3,2,1,1,2,2,0
629,14100,37913,Jalisco,Tomatlán,53,0,2,3,2,6,8,6,2,6,1,3,10,4,0
630,14101,577668,Jalisco,Tonalá,4476,0,1,44,111,351,420,311,398,403,465,585,949,373,65
631,14102,6417,Jalisco,Tonaya,14,0,0,0,0,2,4,2,3,0,0,1,2,0,0
632,14103,8426,Jalisco,Tonila,27,0,0,0,1,0,3,6,3,4,1,1,3,4,1
633,14104,4691,Jalisco,Totatiche,35,0,0,0,0,2,1,5,0,3,5,5,14,0,0
634,14105,24685,Jalisco,Tototlán,77,0,0,0,0,14,2,5,11,5,9,7,19,4,1
635,14106,4628,Jalisco,Tuxcacuesco,21,0,0,0,0,5,4,0,1,1,0,4,5,1,0
636,14107,6681,Jalisco,Tuxcueca,18,0,0,0,0,4,0,0,2,3,1,2,5,1,0
637,14108,37226,Jalisco,Tuxpan,195,0,0,1,2,10,34,42,32,33,12,4,16,8,1
638,14109,19231,Jalisco,Unión de San Antonio,153,0,0,0,0,2,8,17,15,6,31,24,34,16,0
639,14110,14444,Jalisco,Unión de Tula,49,0,0,0,0,1,2,6,5,6,6,4,15,4,0
640,14111,7487,Jalisco,Valle de Guadalupe,37,0,0,0,0,1,2,8,9,1,2,3,7,4,0
641,14112,5902,Jalisco,Valle de Juárez,28,0,0,0,0,2,5,6,0,1,1,0,13,0,0
642,14113,17376,Jalisco,San Gabriel,36,0,0,0,1,5,6,4,4,1,1,1,7,5,1
643,14114,19122,Jalisco,Villa Corona,105,0,0,0,4,12,7,5,3,6,4,16,34,13,1
644,14115,5882,Jalisco,Villa Guerrero,37,0,0,0,0,0,1,1,0,0,4,11,17,3,0
645,14116,21795,Jalisco,Villa Hidalgo,67,0,0,0,0,0,2,8,13,16,10,7,9,2,0
646,14117,4441,Jalisco,Cañadas de Obregón,15,0,0,0,5,0,0,1,0,0,2,3,1,3,0
647,14118,23957,Jalisco,Yahualica de González Gallo,156,0,1,0,0,5,16,5,14,31,22,16,38,7,1
648,14119,30432,Jalisco,Zacoalco de Torres,130,0,0,0,9,41,15,4,5,9,2,9,23,12,1
649,14120,1433360,Jalisco,Zapopan,14559,0,51,27,248,1013,1106,1004,1291,1425,1489,2100,3302,1280,223
650,14121,31317,Jalisco,Zapotiltic,141,0,0,1,2,18,23,23,24,12,4,5,20,9,0
651,14122,7479,Jalisco,Zapotitlán de Vadillo,31,0,0,0,1,2,2,4,3,3,1,2,7,5,1
652,14123,19347,Jalisco,Zapotlán del Rey,66,0,0,1,4,2,10,4,7,7,2,9,14,6,0
653,14124,72439,Jalisco,Zapotlanejo,248,0,0,0,15,12,30,5,8,19,37,46,51,20,5
654,14125,20202,Jalisco,San Ignacio Cerro Gordo,18,0,0,0,0,2,1,2,2,1,1,4,5,0,0
655,15001,69520,México,Acambay de Ruíz Castañeda,448,0,0,3,24,48,42,52,105,5,15,47,57,29,21
656,15002,186256,México,Acolman,1376,0,1,25,112,205,251,152,127,54,58,157,162,59,13
657,15003,52173,México,Aculco,144,0,0,0,11,14,11,16,3,6,3,18,29,27,6
658,15004,15645,México,Almoloya de Alquisiras,72,0,0,0,3,6,25,8,5,1,3,3,14,4,0
659,15005,188124,México,Almoloya de Juárez,907,0,0,12,82,119,112,81,85,60,56,111,102,75,12
660,15006,12169,México,Almoloya del Río,138,0,0,0,14,27,19,12,17,2,10,15,12,8,2
661,15007,25851,México,Amanalco,188,0,0,3,15,28,37,15,14,11,4,9,31,16,5
662,15008,28414,México,Amatepec,67,0,0,1,3,4,2,3,4,16,11,11,9,2,1
663,15009,54548,México,Amecameca,560,0,0,23,60,67,68,45,42,21,19,75,77,51,12
664,15010,31576,México,Apaxco,215,0,0,2,8,22,30,16,8,16,11,29,41,25,7
665,15011,70016,México,Atenco,620,0,0,9,22,49,75,75,37,22,42,86,108,72,23
666,15012,12511,México,Atizapán,757,0,2,8,50,93,60,33,43,34,79,133,160,46,16
667,15013,557108,México,Atizapán de Zaragoza,7225,1,19,203,435,509,382,408,384,379,453,1203,1782,888,179
668,15014,107378,México,Atlacomulco,1388,0,0,12,74,176,170,251,311,55,34,63,135,83,24
669,15015,32674,México,Atlautla,169,0,0,3,16,18,13,17,19,6,8,16,29,21,3
670,15016,30040,México,Axapusco,297,0,0,4,13,50,87,46,35,8,7,22,18,5,2
671,15017,11081,México,Ayapango,42,0,0,2,10,3,2,4,5,2,2,4,7,1,0
672,15018,60309,México,Calimaya,477,0,1,7,51,91,55,28,58,23,21,38,71,27,6
673,15019,38196,México,Capulhuac,312,0,0,8,27,56,38,48,25,9,20,26,37,14,4
674,15020,310743,México,Coacalco de Berriozábal,4838,0,5,91,251,422,353,265,276,275,411,978,1000,413,98
675,15021,41717,México,Coatepec Harinas,81,0,1,2,8,5,13,12,3,0,3,8,12,12,2
676,15022,15387,México,Cocotitlán,212,0,1,9,18,28,15,14,10,10,12,16,51,27,1
677,15023,44201,México,Coyotepec,483,0,0,10,44,91,38,39,26,19,21,49,89,46,11
678,15024,175004,México,Cuautitlán,4365,0,8,111,329,427,324,272,270,295,328,809,762,330,100
679,15025,397344,México,Chalco,9952,0,21,277,789,705,674,512,468,351,515,1789,2235,1309,307
680,15026,30328,México,Chapa de Mota,104,0,0,0,3,13,19,24,6,1,3,13,15,7,0
681,15027,12986,México,Chapultepec,140,0,0,3,13,31,22,13,12,3,4,15,18,6,0
682,15028,31803,México,Chiautla,181,0,0,2,26,18,27,17,13,9,13,23,16,15,2
683,15029,226911,México,Chicoloapan,2079,0,4,60,148,145,201,127,110,96,132,366,428,211,51
684,15030,27570,México,Chiconcuac,171,0,0,4,10,20,37,14,8,11,9,33,21,4,0
685,15031,720207,México,Chimalhuacán,6393,0,15,312,634,593,529,348,324,255,334,992,1259,640,158
686,15032,36158,México,Donato Guerra,64,0,0,0,7,11,12,9,6,5,2,1,4,6,1
687,15033,1707754,México,Ecatepec de Morelos,30168,0,39,698,1871,2484,2224,1749,1447,1495,2325,5807,6494,2944,591
688,15034,10090,México,Ecatzingo,38,0,0,0,5,5,1,7,5,0,1,3,7,2,2
689,15035,147326,México,Huehuetoca,1207,0,1,24,86,143,102,76,62,64,55,136,280,140,38
690,15036,46742,México,Hueypoxtla,252,0,0,4,13,57,45,31,17,9,14,24,18,14,6
691,15037,290231,México,Huixquilucan,4680,0,51,77,278,343,357,377,328,299,314,916,844,399,97
692,15038,12512,México,Isidro Fabela,56,0,0,2,9,6,0,3,2,3,4,7,14,5,1
693,15039,551034,México,Ixtapaluca,6990,0,22,191,534,543,456,682,502,328,337,1094,1400,684,217
694,15040,38288,México,Ixtapan de la Sal,216,0,0,1,6,24,40,36,14,8,3,15,29,32,8
695,15041,7283,México,Ixtapan del Oro,15,0,0,0,1,2,0,3,0,1,0,2,6,0,0
696,15042,163284,México,Ixtlahuaca,892,0,1,45,72,111,102,126,136,28,34,43,76,83,35
697,15043,32120,México,Xalatlaco,221,0,0,9,34,25,20,30,35,3,11,9,27,16,2
698,15044,29179,México,Jaltenco,201,0,0,2,16,26,27,12,13,9,17,43,21,11,4
699,15045,94893,México,Jilotepec,625,0,0,7,21,71,92,104,66,19,20,65,101,51,8
700,15046,20713,México,Jilotzingo,182,0,0,2,14,22,22,11,15,9,15,30,31,11,0
701,15047,79263,México,Jiquipilco,208,0,1,7,20,27,32,35,26,3,8,12,15,18,4
702,15048,70471,México,Jocotitlán,527,0,0,4,32,69,95,82,89,26,12,27,43,34,14
703,15049,14710,México,Joquicingo,97,0,0,0,7,7,17,7,21,2,7,11,8,10,0
704,15050,27241,México,Juchitepec,169,0,0,0,12,7,13,19,23,7,9,18,29,25,7
705,15051,159948,México,Lerma,1625,0,3,25,138,222,194,125,170,97,163,217,182,70,19
706,15052,29515,México,Malinalco,128,0,0,7,11,10,16,8,8,7,10,18,22,8,3
707,15053,61172,México,Melchor Ocampo,738,0,2,14,87,100,62,59,41,39,30,94,139,55,16
708,15054,246055,México,Metepec,3507,0,12,46,284,480,375,280,247,232,293,473,518,221,46
709,15055,13744,México,Mexicaltzingo,159,0,0,0,14,38,30,17,8,8,8,12,19,5,0
710,15056,31832,México,Morelos,139,0,0,1,15,12,17,15,17,3,8,19,14,15,3
711,15057,910187,México,Naucalpan de Juárez,15802,0,49,409,1340,1491,1204,941,1028,944,1377,2818,2648,1242,311
712,15058,1135786,México,Nezahualcóyotl,24442,0,85,777,1830,1640,1559,1347,1370,1391,1943,4796,4963,2163,578
713,15059,43640,México,Nextlalpan,294,0,0,6,22,40,40,27,7,21,24,44,33,23,7
714,15060,441064,México,Nicolás Romero,5208,0,21,145,364,373,259,281,316,301,362,771,1265,610,140
715,15061,9753,México,Nopaltepec,120,0,1,1,3,25,42,16,9,3,5,7,5,3,0
716,15062,71711,México,Ocoyoacac,665,0,0,16,37,97,85,79,47,39,64,80,80,33,8
717,15063,36629,México,Ocuilan,135,0,0,3,14,16,37,10,17,2,2,8,18,8,0
718,15064,39551,México,El Oro,314,0,0,11,21,55,65,54,57,9,7,4,24,7,0
719,15065,38186,México,Otumba,332,0,0,12,23,60,59,54,31,16,14,16,33,11,3
720,15066,4236,México,Otzoloapan,11,0,0,0,2,0,3,0,3,0,0,0,2,1,0
721,15067,90805,México,Otzolotepec,482,0,0,11,37,70,79,43,40,18,36,58,67,17,6
722,15068,31154,México,Ozumba,263,0,0,12,15,24,31,40,22,16,14,24,47,14,4
723,15069,4367,México,Papalotla,31,0,0,0,6,2,4,6,1,1,1,4,4,1,1
724,15070,309596,México,La Paz,3483,0,6,121,290,242,194,155,201,161,166,641,812,395,99
725,15071,15066,México,Polotitlán,44,0,0,0,1,3,8,8,7,2,3,3,5,3,1
726,15072,14608,México,Rayón,117,0,0,4,21,29,9,5,13,9,2,8,6,5,6
727,15073,31682,México,San Antonio la Isla,286,0,0,6,21,43,38,29,30,11,19,32,37,17,3
728,15074,139213,México,San Felipe del Progreso,483,0,0,16,54,80,75,49,36,18,15,33,61,42,4
729,15075,29145,México,San Martín de las Pirámides,268,0,0,2,12,40,50,47,26,5,13,29,27,11,6
730,15076,80903,México,San Mateo Atenco,1158,0,2,7,84,134,94,70,97,82,90,134,200,141,23
731,15077,6556,México,San Simón de Guerrero,44,0,0,1,4,1,13,6,9,1,1,4,3,1,0
732,15078,10262,México,Santo Tomás,38,0,0,0,1,4,13,3,7,1,1,2,2,3,1
733,15079,14339,México,Soyaniquilpan de Juárez,64,0,0,2,8,5,9,9,4,1,0,5,18,3,0
734,15080,28198,México,Sultepec,49,0,0,1,2,4,13,9,5,1,0,4,5,5,0
735,15081,500585,México,Tecámac,6220,0,8,174,388,531,541,395,325,351,556,1184,1136,514,117
736,15082,79795,México,Tejupilco,717,0,0,3,32,107,141,83,96,68,48,40,53,40,6
737,15083,13690,México,Temamatla,248,0,1,6,16,54,37,22,12,12,12,19,31,18,8
738,15084,41685,México,Temascalapa,296,0,0,4,24,42,55,30,18,17,17,36,33,12,8
739,15085,67308,México,Temascalcingo,321,0,0,2,20,39,50,36,84,4,4,20,28,27,7
740,15086,34348,México,Temascaltepec,121,0,0,0,4,7,28,20,21,5,8,4,14,6,4
741,15087,109436,México,Temoaya,468,0,0,26,51,74,56,55,30,28,24,59,46,14,5
742,15088,105306,México,Tenancingo,728,0,0,10,40,144,161,59,43,20,17,56,111,62,5
743,15089,13344,México,Tenango del Aire,149,0,0,1,10,15,8,20,10,8,4,18,22,25,8
744,15090,92048,México,Tenango del Valle,704,0,0,16,68,133,83,63,69,40,28,54,92,43,15
745,15091,69466,México,Teoloyucan,706,0,0,15,56,80,77,65,45,32,43,62,136,78,17
746,15092,60992,México,Teotihuacán,838,0,0,10,51,124,162,117,65,39,22,79,119,40,10
747,15093,33108,México,Tepetlaoxtoc,117,0,0,6,10,12,13,7,11,3,11,12,23,7,2
748,15094,21137,México,Tepetlixpa,131,0,0,8,10,8,14,15,11,5,5,9,31,12,3
749,15095,104335,México,Tepotzotlán,559,0,1,19,57,60,29,59,34,34,47,69,76,64,10
750,15096,39658,México,Tequixquiac,212,0,0,1,14,33,29,22,12,13,21,23,21,20,3
751,15097,20149,México,Texcaltitlán,84,0,0,0,1,13,30,13,3,5,3,5,9,2,0
752,15098,5711,México,Texcalyacac,51,0,0,1,7,3,5,9,19,2,2,1,2,0,0
753,15099,262015,México,Texcoco,2772,0,10,77,215,233,243,210,154,135,176,442,499,323,55
754,15100,46527,México,Tezoyuca,456,0,1,13,30,49,48,46,28,20,28,75,71,43,4
755,15101,82457,México,Tianguistenco,525,0,1,7,52,77,73,59,53,27,33,39,52,44,8
756,15102,16819,México,Timilpan,81,0,0,1,7,10,9,5,17,3,0,6,12,8,3
757,15103,51370,México,Tlalmanalco,818,0,1,23,65,68,79,74,57,35,60,131,141,70,14
758,15104,756537,México,Tlalnepantla de Baz,14951,1,29,334,944,1125,860,721,800,925,1309,2723,3274,1565,341
759,15105,37531,México,Tlatlaya,69,0,0,0,1,1,6,9,8,4,7,11,16,6,0
760,15106,948950,México,Toluca,15232,0,20,143,1078,1918,1557,1322,1232,844,1269,1967,2587,1089,206
761,15107,13559,México,Tonatico,81,0,0,0,5,10,21,15,7,1,7,6,4,5,0
762,15108,160943,México,Tultepec,1965,0,2,39,120,214,173,168,107,102,134,300,368,198,40
763,15109,556493,México,Tultitlán,6951,0,13,167,443,646,467,479,403,375,442,1176,1434,728,178
764,15110,70192,México,Valle de Bravo,463,0,0,6,49,109,71,44,59,23,10,20,37,22,13
765,15111,54849,México,Villa de Allende,95,0,0,1,6,21,21,7,6,5,0,7,12,7,2
766,15112,50614,México,Villa del Carbón,180,0,0,2,11,29,18,18,57,5,7,9,14,10,0
767,15113,71710,México,Villa Guerrero,159,0,0,2,15,38,19,18,4,4,2,4,29,19,5
768,15114,110462,México,Villa Victoria,261,0,0,2,16,45,61,28,34,9,6,29,17,13,1
769,15115,54531,México,Xonacatlán,634,0,1,15,73,92,85,82,46,27,56,65,63,28,1
770,15116,4358,México,Zacazonapan,18,0,1,0,0,3,1,3,4,1,1,0,4,0,0
771,15117,16080,México,Zacualpan,38,0,0,0,0,2,8,8,10,1,0,1,8,0,0
772,15118,201988,México,Zinacantepec,1737,0,0,24,144,270,200,133,134,90,104,245,266,108,19
773,15119,17962,México,Zumpahuacán,81,0,0,1,9,11,16,5,3,3,1,2,13,15,2
774,15120,217166,México,Zumpango,2278,0,0,55,149,334,325,191,134,95,142,251,299,256,47
775,15121,577190,México,Cuautitlán Izcalli,5796,0,22,190,325,426,297,351,357,416,452,815,1331,701,113
776,15122,419700,México,Valle de Chalco Solidaridad,2969,0,2,147,237,171,175,133,135,126,147,467,582,499,148
777,15123,29784,México,Luvianos,135,0,0,1,5,33,39,14,7,7,5,11,7,6,0
778,15124,98957,México,San José del Rincón,239,0,0,5,14,30,24,7,52,10,10,22,47,13,5
779,15125,10960,México,Tonanitla,77,0,0,4,11,9,8,8,3,1,7,9,11,6,0
780,16001,12019,Michoacán de Ocampo,Acuitzio,59,0,0,0,0,0,7,9,6,3,6,16,5,6,1
781,16002,15307,Michoacán de Ocampo,Aguililla,15,0,0,0,2,3,3,0,0,0,1,4,1,1,0
782,16003,22905,Michoacán de Ocampo,Álvaro Obregón,208,0,0,3,8,10,3,15,19,25,25,57,37,2,4
783,16004,15851,Michoacán de Ocampo,Angamacutiro,134,0,0,0,0,2,6,6,7,1,22,54,32,4,0
784,16005,11768,Michoacán de Ocampo,Angangueo,60,0,0,0,7,7,2,2,7,10,6,14,2,2,1
785,16006,133955,Michoacán de Ocampo,Apatzingán,1181,0,0,7,148,238,99,125,113,79,71,116,104,75,6
786,16007,3432,Michoacán de Ocampo,Aporo,11,0,0,0,0,0,1,1,0,1,1,5,0,2,0
787,16008,26147,Michoacán de Ocampo,Aquila,45,0,0,0,2,10,9,12,1,1,2,2,2,4,0
788,16009,38656,Michoacán de Ocampo,Ario,497,0,1,0,6,17,39,84,78,92,17,21,105,25,12
789,16010,22819,Michoacán de Ocampo,Arteaga,55,0,1,1,4,4,1,8,12,5,1,2,3,9,4
790,16011,11960,Michoacán de Ocampo,Briseñas,51,0,0,0,0,5,4,2,2,4,2,4,28,0,0
791,16012,49450,Michoacán de Ocampo,Buenavista,131,0,0,0,5,7,11,10,20,15,16,17,23,5,2
792,16013,9652,Michoacán de Ocampo,Carácuaro,69,0,0,0,0,13,3,10,11,15,10,7,0,0,0
793,16014,15155,Michoacán de Ocampo,Coahuayana,29,0,0,1,0,2,11,9,2,3,1,0,0,0,0
794,16015,18450,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,115,0,0,0,2,12,13,15,13,20,11,5,9,13,2
795,16016,21736,Michoacán de Ocampo,Coeneo,89,0,0,0,0,3,4,14,17,10,8,11,14,6,2
796,16017,35877,Michoacán de Ocampo,Contepec,51,0,0,0,3,14,3,4,4,2,3,3,14,1,0
797,16018,9487,Michoacán de Ocampo,Copándaro,101,0,0,0,12,3,5,14,8,9,5,10,32,2,1
798,16019,19674,Michoacán de Ocampo,Cotija,192,0,0,1,0,4,8,8,7,4,9,27,117,7,0
799,16020,31334,Michoacán de Ocampo,Cuitzeo,229,0,0,2,1,21,17,11,22,15,14,67,52,6,1
800,16021,13006,Michoacán de Ocampo,Charapan,31,0,0,0,0,3,1,9,12,3,0,2,0,1,0
801,16022,23273,Michoacán de Ocampo,Charo,224,0,0,0,5,8,28,46,43,17,23,26,21,7,0
802,16023,10785,Michoacán de Ocampo,Chavinda,19,0,0,3,0,1,0,0,1,0,1,2,8,3,0
803,16024,20016,Michoacán de Ocampo,Cherán,81,0,0,0,0,15,18,15,8,3,5,1,12,4,0
804,16025,41138,Michoacán de Ocampo,Chilchota,196,0,0,1,12,10,26,42,23,11,2,6,54,6,3
805,16026,5016,Michoacán de Ocampo,Chinicuila,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
806,16027,4567,Michoacán de Ocampo,Chucándiro,19,0,0,0,1,9,0,2,2,0,1,3,1,0,0
807,16028,5345,Michoacán de Ocampo,Churintzio,42,0,0,0,1,10,3,5,4,1,2,14,1,1,0
808,16029,15902,Michoacán de Ocampo,Churumuco,16,0,0,0,1,0,2,0,0,1,3,5,3,1,0
809,16030,13168,Michoacán de Ocampo,Ecuandureo,56,0,0,0,0,2,4,4,5,4,3,2,27,5,0
810,16031,17519,Michoacán de Ocampo,Epitacio Huerta,26,0,0,0,3,3,1,4,2,2,3,5,1,2,0
811,16032,16105,Michoacán de Ocampo,Erongarícuaro,65,0,0,1,2,1,5,9,8,10,5,7,5,10,2
812,16033,23887,Michoacán de Ocampo,Gabriel Zamora,98,0,0,0,2,20,8,12,7,2,2,7,18,13,7
813,16034,129114,Michoacán de Ocampo,Hidalgo,668,0,0,3,15,27,75,164,89,23,75,120,34,39,4
814,16035,35584,Michoacán de Ocampo,La Huacana,239,0,0,1,6,19,28,26,33,36,36,21,24,7,2
815,16036,12489,Michoacán de Ocampo,Huandacareo,125,0,0,1,4,2,7,5,14,4,13,37,35,1,2
816,16037,8412,Michoacán de Ocampo,Huaniqueo,54,0,0,0,0,3,4,1,3,6,13,10,14,0,0
817,16038,42622,Michoacán de Ocampo,Huetamo,861,0,0,2,19,382,92,68,64,63,68,56,20,26,1
818,16039,9250,Michoacán de Ocampo,Huiramba,23,0,0,1,0,2,6,2,4,0,1,4,1,2,0
819,16040,17595,Michoacán de Ocampo,Indaparapeo,55,0,0,2,0,2,1,8,7,3,5,11,9,7,0
820,16041,15916,Michoacán de Ocampo,Irimbo,42,0,0,3,3,4,6,5,3,2,6,7,1,1,1
821,16042,13523,Michoacán de Ocampo,Ixtlán,19,0,0,3,0,0,0,2,1,0,1,4,6,2,0
822,16043,72669,Michoacán de Ocampo,Jacona,426,0,0,1,12,34,41,50,33,10,20,42,151,29,3
823,16044,13350,Michoacán de Ocampo,Jiménez,82,0,0,0,0,0,2,15,23,5,3,19,11,4,0
824,16045,34725,Michoacán de Ocampo,Jiquilpan,250,0,0,1,0,10,6,40,40,17,23,51,50,6,6
825,16046,15290,Michoacán de Ocampo,Juárez,170,0,0,2,16,25,3,6,10,19,9,32,44,4,0
826,16047,22358,Michoacán de Ocampo,Jungapeo,58,0,0,1,5,10,1,3,6,4,2,13,7,2,4
827,16048,5862,Michoacán de Ocampo,Lagunillas,41,0,0,0,0,0,0,5,23,1,1,3,3,3,2
828,16049,18769,Michoacán de Ocampo,Madero,62,0,0,1,0,7,6,19,4,7,5,6,6,0,1
829,16050,92676,Michoacán de Ocampo,Maravatío,805,0,0,11,19,55,101,84,74,47,76,118,193,23,4
830,16051,14517,Michoacán de Ocampo,Marcos Castellanos,57,0,0,0,1,8,1,8,7,5,2,5,19,1,0
831,16052,192153,Michoacán de Ocampo,Lázaro Cárdenas,5905,0,4,166,1006,1014,707,570,990,483,205,201,368,158,33
832,16053,825585,Michoacán de Ocampo,Morelia,10724,0,17,36,171,644,904,1468,1503,1265,1016,1346,1598,640,116
833,16054,7866,Michoacán de Ocampo,Morelos,23,0,0,0,0,0,1,4,3,2,6,3,4,0,0
834,16055,47864,Michoacán de Ocampo,Múgica,542,0,0,0,49,271,30,25,36,11,11,30,57,22,0
835,16056,29906,Michoacán de Ocampo,Nahuatzen,60,0,0,0,3,6,11,16,5,5,3,5,4,2,0
836,16057,8501,Michoacán de Ocampo,Nocupétaro,67,0,0,1,3,3,3,5,16,14,14,7,1,0,0
837,16058,20844,Michoacán de Ocampo,Nuevo Parangaricutiro,59,0,0,0,1,5,2,5,4,6,4,14,8,8,2
838,16059,8480,Michoacán de Ocampo,Nuevo Urecho,16,0,0,0,2,1,1,1,1,0,1,1,7,1,0
839,16060,10290,Michoacán de Ocampo,Numarán,105,0,1,0,1,8,18,19,11,8,18,6,11,3,1
840,16061,25418,Michoacán de Ocampo,Ocampo,48,0,0,1,2,1,0,9,12,3,6,4,6,2,2
841,16062,20338,Michoacán de Ocampo,Pajacuarán,44,0,0,0,0,8,1,6,2,2,2,6,15,2,0
842,16063,16536,Michoacán de Ocampo,Panindícuaro,79,0,0,2,0,3,9,10,6,1,3,18,21,5,1
843,16064,27992,Michoacán de Ocampo,Parácuaro,72,0,0,0,9,14,3,4,2,10,3,7,13,7,0
844,16065,39341,Michoacán de Ocampo,Paracho,334,0,0,1,9,51,57,47,38,14,13,26,38,38,2
845,16066,98122,Michoacán de Ocampo,Pátzcuaro,1419,0,0,13,2,54,208,267,236,136,133,224,77,48,21
846,16067,17752,Michoacán de Ocampo,Penjamillo,86,0,0,0,0,4,8,9,10,5,8,19,16,7,0
847,16068,29376,Michoacán de Ocampo,Peribán,57,0,0,0,0,2,13,15,4,7,6,1,6,3,0
848,16069,110385,Michoacán de Ocampo,La Piedad,1649,0,1,11,20,88,152,187,189,131,253,237,285,82,13
849,16070,16103,Michoacán de Ocampo,Purépero,166,0,0,0,1,4,9,56,18,2,7,21,47,1,0
