,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
850,16071,70372,Michoacán de Ocampo,Puruándiro,430,0,0,1,3,5,24,43,29,27,80,151,63,3,1
851,16072,14356,Michoacán de Ocampo,Queréndaro,112,0,0,0,1,0,9,5,15,9,14,44,12,3,0
852,16073,29118,Michoacán de Ocampo,Quiroga,210,0,0,0,0,15,19,43,28,9,22,37,21,14,2
853,16074,10935,Michoacán de Ocampo,Cojumatlán de Régules,104,0,0,0,1,10,4,11,2,3,4,8,58,3,0
854,16075,73199,Michoacán de Ocampo,Los Reyes,330,0,0,0,0,12,52,61,29,40,14,18,74,29,1
855,16076,81371,Michoacán de Ocampo,Sahuayo,404,0,0,3,2,8,20,39,66,55,38,59,88,24,2
856,16077,18936,Michoacán de Ocampo,San Lucas,124,0,0,1,9,41,20,9,5,6,9,8,15,1,0
857,16078,13124,Michoacán de Ocampo,Santa Ana Maya,90,0,0,9,2,0,2,12,23,5,13,12,9,3,0
858,16079,51652,Michoacán de Ocampo,Salvador Escalante,117,0,0,0,2,4,11,18,15,24,11,16,11,4,1
859,16080,19980,Michoacán de Ocampo,Senguio,46,0,0,0,0,3,6,3,4,6,3,11,6,2,2
860,16081,9161,Michoacán de Ocampo,Susupuato,28,0,0,5,1,1,0,2,3,4,2,3,5,2,0
861,16082,81105,Michoacán de Ocampo,Tacámbaro,374,0,0,1,5,16,18,94,57,52,47,49,24,11,0
862,16083,32707,Michoacán de Ocampo,Tancítaro,55,0,0,1,0,9,2,7,12,6,2,9,4,3,0
863,16084,30945,Michoacán de Ocampo,Tangamandapio,155,0,1,0,0,1,12,18,9,1,16,23,54,19,1
864,16085,35305,Michoacán de Ocampo,Tangancícuaro,183,0,0,0,2,17,37,30,7,5,6,16,57,5,1
865,16086,16286,Michoacán de Ocampo,Tanhuato,76,0,0,0,2,3,22,14,3,1,11,14,4,2,0
866,16087,15465,Michoacán de Ocampo,Taretan,72,0,0,0,2,7,10,5,11,3,0,4,26,4,0
867,16088,119032,Michoacán de Ocampo,Tarímbaro,632,0,0,2,3,54,37,92,60,78,89,92,89,30,6
868,16089,24911,Michoacán de Ocampo,Tepalcatepec,195,0,0,0,1,28,26,14,56,41,11,8,4,2,4
869,16090,15878,Michoacán de Ocampo,Tingambato,40,0,0,0,0,3,6,6,5,5,1,4,8,2,0
870,16091,15337,Michoacán de Ocampo,Tingüindín,41,0,0,0,0,1,2,7,6,3,3,2,13,4,0
871,16092,14082,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,65,0,0,0,0,1,6,3,7,19,4,12,11,2,0
872,16093,30331,Michoacán de Ocampo,Tlalpujahua,140,0,0,2,14,18,34,27,16,1,3,14,7,2,2
873,16094,6654,Michoacán de Ocampo,Tlazazalca,39,0,0,0,0,7,2,10,5,1,6,2,5,1,0
874,16095,12593,Michoacán de Ocampo,Tocumbo,58,0,0,0,1,1,8,3,7,3,4,2,19,10,0
875,16096,6992,Michoacán de Ocampo,Tumbiscatío,8,0,0,0,0,0,1,3,1,0,1,2,0,0,0
876,16097,32588,Michoacán de Ocampo,Turicato,69,0,0,0,0,10,2,13,7,9,3,4,8,11,2
877,16098,28471,Michoacán de Ocampo,Tuxpan,141,0,0,3,12,7,7,20,4,10,8,23,33,11,3
878,16099,15964,Michoacán de Ocampo,Tuzantla,191,0,0,1,7,8,15,5,17,45,37,22,31,3,0
879,16100,15139,Michoacán de Ocampo,Tzintzuntzan,154,0,0,8,0,6,10,20,43,10,11,23,5,17,1
880,16101,9026,Michoacán de Ocampo,Tzitzio,51,0,0,0,2,2,4,1,3,15,2,3,15,3,1
881,16102,354727,Michoacán de Ocampo,Uruapan,3904,0,3,15,105,507,385,624,450,341,174,228,469,466,137
882,16103,26074,Michoacán de Ocampo,Venustiano Carranza,85,0,0,6,0,0,6,9,3,4,4,12,33,7,1
883,16104,17460,Michoacán de Ocampo,Villamar,82,0,0,0,2,1,5,14,13,12,4,12,17,2,0
884,16105,21677,Michoacán de Ocampo,Vista Hermosa,59,0,0,0,0,3,22,8,0,1,2,3,15,5,0
885,16106,33136,Michoacán de Ocampo,Yurécuaro,177,0,0,3,8,14,35,15,11,9,19,33,29,1,0
886,16107,79809,Michoacán de Ocampo,Zacapu,836,0,0,0,6,19,48,116,73,75,64,151,199,78,7
887,16108,207985,Michoacán de Ocampo,Zamora,2100,0,0,7,25,153,175,229,152,95,85,235,802,124,18
888,16109,3343,Michoacán de Ocampo,Zináparo,46,0,0,3,0,9,8,3,1,0,7,11,2,2,0
889,16110,49471,Michoacán de Ocampo,Zinapécuaro,355,0,0,14,15,11,17,34,27,43,46,58,71,18,1
890,16111,18251,Michoacán de Ocampo,Ziracuaretiro,58,0,0,0,0,16,6,12,10,3,1,3,5,1,1
891,16112,172015,Michoacán de Ocampo,Zitácuaro,1528,0,0,13,50,77,126,211,124,85,117,302,305,93,25
892,16113,27504,Michoacán de Ocampo,José Sixto Verduzco,232,0,0,1,7,6,26,34,27,5,27,69,27,3,0
893,17001,18861,Morelos,Amacuzac,170,0,0,1,5,3,7,3,7,10,9,7,79,37,2
894,17002,24153,Morelos,Atlatlahucan,240,0,1,6,8,11,5,9,5,9,8,11,49,86,32
895,17003,38236,Morelos,Axochiapan,246,0,0,0,9,55,42,13,2,4,5,25,39,40,12
896,17004,91043,Morelos,Ayala,811,0,0,12,44,73,63,78,25,18,28,72,219,145,34
897,17005,10479,Morelos,Coatlán del Río,108,0,0,4,4,5,7,1,0,0,1,9,46,31,0
898,17006,208227,Morelos,Cuautla,3390,0,3,57,226,222,211,187,94,90,122,322,1079,629,148
899,17007,399426,Morelos,Cuernavaca,7585,0,9,200,378,286,238,273,231,321,354,790,2945,1337,223
900,17008,106645,Morelos,Emiliano Zapata,972,0,1,20,41,46,38,30,23,44,27,112,334,192,64
901,17009,20372,Morelos,Huitzilac,167,0,1,3,12,5,9,3,11,8,8,19,43,41,4
902,17010,18361,Morelos,Jantetelco,156,0,0,3,2,7,2,2,3,2,7,20,58,50,0
903,17011,227649,Morelos,Jiutepec,3276,0,0,38,134,142,104,110,93,104,155,353,1263,673,107
904,17012,61366,Morelos,Jojutla,1032,0,0,16,101,44,12,38,28,23,53,83,453,154,27
905,17013,16732,Morelos,Jonacatepec de Leandro Valle,213,0,0,1,5,7,13,18,8,5,3,18,90,39,6
906,17014,10691,Morelos,Mazatepec,105,0,0,2,4,3,6,3,2,1,1,6,62,12,3
907,17015,28263,Morelos,Miacatlán,161,0,0,4,14,5,6,3,1,6,4,13,67,33,5
908,17016,19683,Morelos,Ocuituco,106,0,0,7,8,5,7,11,5,11,9,10,13,15,5
909,17017,70917,Morelos,Puente de Ixtla,651,0,0,18,98,33,16,29,11,15,20,52,259,70,30
910,17018,123812,Morelos,Temixco,1730,0,1,29,54,47,35,40,22,40,60,155,718,477,52
911,17019,28871,Morelos,Tepalcingo,233,0,0,10,23,17,10,7,9,6,5,16,57,60,13
912,17020,51373,Morelos,Tepoztlán,327,0,0,6,17,23,12,22,14,11,13,37,71,89,12
913,17021,8326,Morelos,Tetecala,240,0,1,1,4,2,3,2,2,2,2,9,168,41,3
914,17022,22015,Morelos,Tetela del Volcán,122,0,0,5,6,12,6,3,5,3,14,9,16,42,1
915,17023,7714,Morelos,Tlalnepantla,63,0,0,0,4,1,10,4,0,0,2,2,16,17,7
916,17024,55553,Morelos,Tlaltizapán de Zapata,654,0,0,15,37,30,23,16,15,11,30,56,246,138,37
917,17025,36147,Morelos,Tlaquiltenango,384,0,0,6,20,23,15,15,10,10,14,16,147,88,20
918,17026,19129,Morelos,Tlayacapan,255,0,0,2,11,20,41,9,1,12,13,6,90,36,14
919,17027,12802,Morelos,Totolapan,87,0,0,1,2,3,10,7,0,1,5,4,16,34,4
920,17028,74691,Morelos,Xochitepec,646,0,0,11,56,40,22,26,11,25,27,54,230,119,25
921,17029,109914,Morelos,Yautepec,1926,0,1,13,34,44,49,45,34,40,30,94,1103,378,61
922,17030,56334,Morelos,Yecapixtla,450,0,0,7,22,40,24,20,14,20,17,65,105,101,15
923,17031,39137,Morelos,Zacatepec,857,0,0,13,74,61,23,28,30,17,51,100,326,109,25
924,17032,10182,Morelos,Zacualpan de Amilpas,103,0,0,0,2,6,1,4,1,2,5,8,55,17,2
925,17033,16954,Morelos,Temoac,76,0,0,0,1,5,2,5,5,2,2,10,23,21,0
926,18001,40422,Nayarit,Acaponeta,199,0,1,2,6,52,51,27,19,16,5,5,11,4,0
927,18002,17226,Nayarit,Ahuacatlán,90,0,0,0,6,8,12,6,6,5,6,9,22,9,1
928,18003,12736,Nayarit,Amatlán de Cañas,43,0,0,0,0,4,3,1,2,1,2,9,14,7,0
929,18004,81920,Nayarit,Compostela,371,0,0,2,30,48,44,51,35,23,15,10,71,39,3
930,18005,13540,Nayarit,Huajicori,56,0,0,0,1,5,12,10,3,7,6,3,4,1,4
931,18006,31770,Nayarit,Ixtlán del Río,216,0,0,2,17,30,24,11,13,7,14,18,55,24,1
932,18007,20016,Nayarit,Jala,160,0,0,2,24,60,9,6,0,4,5,6,30,12,2
933,18008,62038,Nayarit,Xalisco,500,0,0,3,16,46,92,83,46,23,22,32,97,33,7
934,18009,45317,Nayarit,Del Nayar,106,0,0,0,0,14,20,14,4,2,1,11,32,7,1
935,18010,37093,Nayarit,Rosamorada,239,0,0,2,4,36,41,25,17,38,13,13,33,16,1
936,18011,26928,Nayarit,Ruíz,99,0,0,0,4,5,22,18,12,10,2,2,12,8,4
937,18012,48024,Nayarit,San Blas,154,0,0,1,6,26,45,20,19,4,5,4,12,8,4
938,18013,8231,Nayarit,San Pedro Lagunillas,29,0,0,0,0,2,2,1,2,5,3,3,5,6,0
939,18014,25510,Nayarit,Santa María del Oro,105,0,0,0,3,8,20,13,7,9,1,8,28,8,0
940,18015,106038,Nayarit,Santiago Ixcuintla,881,0,1,14,24,61,147,158,118,62,49,61,130,53,3
941,18016,43043,Nayarit,Tecuala,206,0,0,1,20,43,59,26,11,8,5,10,14,8,1
942,18017,445889,Nayarit,Tepic,6226,0,7,69,290,537,955,856,540,343,287,416,1381,453,92
943,18018,33358,Nayarit,Tuxpan,329,0,0,3,21,35,43,50,51,30,20,14,27,27,8
944,18019,14962,Nayarit,La Yesca,17,0,0,1,2,0,0,0,0,1,1,1,5,5,1
945,18020,174510,Nayarit,Bahía de Banderas,1011,0,1,12,60,191,202,100,100,64,42,40,132,48,19
946,19001,2918,Nuevo León,Abasolo,28,0,0,0,1,2,5,5,3,1,2,3,4,2,0
947,19002,2599,Nuevo León,Agualeguas,82,0,0,0,0,2,4,1,2,8,10,17,33,4,1
948,19003,1506,Nuevo León,Los Aldamas,6,0,0,0,1,0,1,0,0,0,0,2,2,0,0
949,19004,38297,Nuevo León,Allende,1181,0,0,2,8,38,186,144,131,81,106,122,246,96,21
950,19005,19976,Nuevo León,Anáhuac,182,0,0,2,0,0,41,24,13,3,32,6,33,20,8
951,19006,665734,Nuevo León,Apodaca,12011,0,1,57,145,635,1282,1077,1093,1293,1411,1650,2453,783,131
952,19007,17800,Nuevo León,Aramberri,158,0,0,0,2,10,11,8,17,14,20,16,40,20,0
953,19008,4384,Nuevo León,Bustamante,77,0,0,0,0,2,4,3,8,7,6,11,29,6,1
954,19009,105145,Nuevo León,Cadereyta Jiménez,1977,0,0,2,14,63,143,107,144,140,105,346,680,208,25
955,19010,47326,Nuevo León,El Carmen,502,0,0,5,8,39,71,38,49,47,54,51,87,45,8
956,19011,8324,Nuevo León,Cerralvo,332,0,0,0,0,7,21,42,25,22,99,58,47,7,4
957,19012,50563,Nuevo León,Ciénega de Flores,583,0,0,0,8,32,68,46,44,44,68,43,130,74,26
958,19013,11962,Nuevo León,China,92,0,0,0,6,19,22,4,1,9,3,13,14,1,0
959,19014,37859,Nuevo León,Doctor Arroyo,599,0,0,0,5,38,54,64,62,77,41,58,152,42,6
960,19015,1845,Nuevo León,Doctor Coss,13,0,0,0,0,0,4,0,0,1,0,0,8,0,0
961,19016,3294,Nuevo León,Doctor González,28,0,0,0,0,1,3,1,2,4,2,4,10,1,0
962,19017,44989,Nuevo León,Galeana,591,0,0,0,13,36,66,52,47,56,118,54,101,33,15
963,19018,300745,Nuevo León,García,4986,0,2,12,45,212,504,452,576,713,666,589,826,341,48
964,19019,137614,Nuevo León,San Pedro Garza García,1754,0,40,6,36,70,189,157,192,194,209,236,315,99,11
965,19020,6127,Nuevo León,General Bravo,136,0,0,0,1,13,52,0,0,1,1,24,38,3,3
966,19021,466325,Nuevo León,General Escobedo,6892,0,1,23,102,367,791,669,685,840,799,885,1200,443,87
967,19022,16283,Nuevo León,General Terán,144,0,0,1,1,5,21,18,9,13,34,14,20,6,2
968,19023,1194,Nuevo León,General Treviño,42,0,0,0,0,1,11,3,2,2,8,1,10,4,0
969,19024,6604,Nuevo León,General Zaragoza,40,0,0,0,0,2,1,3,1,2,3,5,12,9,2
970,19025,91913,Nuevo León,General Zuazua,629,0,0,2,6,39,64,71,54,82,86,71,104,39,11
971,19026,710413,Nuevo León,Guadalupe,16032,0,7,45,268,848,1829,1262,1252,1577,1911,2402,3570,904,157
972,19027,1998,Nuevo León,Los Herreras,28,0,0,0,0,1,10,1,2,0,1,5,7,1,0
973,19028,1712,Nuevo León,Higueras,22,0,0,0,1,0,0,2,0,1,1,7,9,1,0
974,19029,7746,Nuevo León,Hualahuises,82,0,0,0,0,4,13,6,11,12,8,9,16,2,1
975,19030,3979,Nuevo León,Iturbide,29,0,0,0,2,1,4,2,2,4,8,1,4,1,0
976,19031,396864,Nuevo León,Juárez,5063,0,0,35,71,264,526,401,366,353,564,704,1307,397,75
977,19032,5783,Nuevo León,Lampazos de Naranjo,117,0,0,0,0,5,8,14,11,5,1,10,54,9,0
978,19033,88689,Nuevo León,Linares,1585,0,0,5,17,88,205,174,270,111,150,176,267,103,19
979,19034,6199,Nuevo León,Marín,32,0,0,0,4,4,0,10,1,1,1,1,6,4,0
980,19035,1071,Nuevo León,Melchor Ocampo,39,0,0,0,0,1,6,0,1,3,11,10,3,1,3
981,19036,7601,Nuevo León,Mier y Noriega,52,0,0,0,0,5,3,4,9,1,1,14,6,7,2
982,19037,5882,Nuevo León,Mina,34,0,0,0,1,1,0,2,0,1,2,5,13,5,4
983,19038,67657,Nuevo León,Montemorelos,1546,0,0,2,14,99,101,129,125,173,228,242,314,96,23
984,19039,1124835,Nuevo León,Monterrey,35332,0,31,82,354,1977,3891,3223,3492,4476,4485,4486,6327,2120,388
985,19040,1083,Nuevo León,Parás,16,0,0,0,0,0,7,0,1,0,0,1,3,3,1
986,19041,112583,Nuevo León,Pesquería,1255,0,0,10,11,55,135,101,115,112,112,185,284,105,30
987,19042,5201,Nuevo León,Los Ramones,67,0,0,0,0,3,3,4,9,0,4,10,31,3,0
988,19043,2987,Nuevo León,Rayones,14,0,0,0,0,0,2,2,0,1,0,2,2,5,0
989,19044,39096,Nuevo León,Sabinas Hidalgo,1908,0,0,1,31,47,111,192,194,203,137,302,487,177,26
990,19045,61868,Nuevo León,Salinas Victoria,816,0,2,2,12,69,119,72,89,82,95,68,112,72,22
991,19046,474163,Nuevo León,San Nicolás de los Garza,9853,0,5,23,85,560,1124,863,921,1183,1301,1304,1825,558,101
992,19047,15902,Nuevo León,Hidalgo,138,0,0,0,1,4,6,14,6,12,21,17,24,27,6
993,19048,322051,Nuevo León,Santa Catarina,8490,0,1,11,71,348,803,854,939,1107,1169,1117,1519,459,92
994,19049,46955,Nuevo León,Santiago,1379,0,0,0,13,66,45,95,220,239,336,141,151,61,12
995,19050,1942,Nuevo León,Vallecillo,20,0,0,0,0,1,1,2,0,0,3,3,7,3,0
996,19051,4567,Nuevo León,Villaldama,105,0,0,0,0,18,8,8,14,9,12,15,15,6,0
997,20001,1033,Oaxaca,Abejones,9,0,0,0,1,1,2,0,0,1,1,0,0,3,0
998,20002,47616,Oaxaca,Acatlán de Pérez Figueroa,76,0,0,0,7,20,26,4,3,2,1,6,2,5,0
999,20003,2176,Oaxaca,Asunción Cacalotepec,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000,20004,1029,Oaxaca,Asunción Cuyotepeji,6,0,0,0,1,0,1,0,0,0,0,0,3,1,0
1001,20005,15831,Oaxaca,Asunción Ixtaltepec,80,0,0,1,2,7,17,15,4,3,4,4,17,6,0
1002,20006,19655,Oaxaca,Asunción Nochixtlán,223,0,0,3,11,24,18,16,8,31,22,28,44,18,0
1003,20007,2496,Oaxaca,Asunción Ocotlán,11,0,0,0,0,0,1,0,0,0,1,0,8,1,0
1004,20008,804,Oaxaca,Asunción Tlacolulita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,20009,7452,Oaxaca,Ayotzintepec,10,0,0,0,0,0,2,2,1,2,0,2,1,0,0
1006,20010,14895,Oaxaca,El Barrio de la Soledad,218,0,0,1,6,12,62,41,13,6,1,20,42,14,0
1007,20011,1197,Oaxaca,Calihualá,7,0,0,0,0,1,0,0,0,1,0,0,4,1,0
1008,20012,10829,Oaxaca,Candelaria Loxicha,13,0,0,0,0,2,2,1,3,1,2,0,0,2,0
1009,20013,3096,Oaxaca,Ciénega de Zimatlán,23,0,1,0,0,1,4,2,1,5,0,3,5,1,0
1010,20014,30368,Oaxaca,Ciudad Ixtepec,181,0,0,0,3,25,41,11,9,5,3,13,21,37,13
1011,20015,4738,Oaxaca,Coatecas Altas,6,0,0,0,0,0,0,2,2,0,0,1,1,0,0
1012,20016,10372,Oaxaca,Coicoyán de las Flores,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1013,20017,3399,Oaxaca,La Compañía,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1014,20018,826,Oaxaca,Concepción Buenavista,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1015,20019,3078,Oaxaca,Concepción Pápalo,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2
1016,20020,4086,Oaxaca,Constancia del Rosario,13,0,0,0,0,4,1,0,1,1,0,0,1,5,0
1017,20021,16254,Oaxaca,Cosolapa,51,0,0,0,0,27,17,4,0,0,0,1,1,1,0
1018,20022,790,Oaxaca,Cosoltepec,6,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1019,20023,22761,Oaxaca,Cuilápam de Guerrero,373,0,0,2,15,35,43,26,25,43,28,43,66,33,14
1020,20024,3804,Oaxaca,Cuyamecalco Villa de Zaragoza,5,0,0,0,0,0,2,0,1,0,1,0,0,1,0
1021,20025,12034,Oaxaca,Chahuites,11,0,0,1,0,5,1,0,1,0,0,1,0,2,0
1022,20026,9427,Oaxaca,Chalcatongo de Hidalgo,67,0,0,1,4,2,2,6,2,6,5,17,18,4,0
1023,20027,2418,Oaxaca,Chiquihuitlán de Benito Juárez,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1024,20028,21913,Oaxaca,Heroica Ciudad de Ejutla de Crespo,200,0,0,0,2,20,70,10,7,5,7,29,28,19,3
1025,20029,4443,Oaxaca,Eloxochitlán de Flores Magón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,20030,9121,Oaxaca,El Espinal,83,0,0,0,0,10,10,13,7,4,3,6,15,15,0
1027,20031,7677,Oaxaca,Tamazulápam del Espíritu Santo,37,0,0,0,6,5,2,6,5,5,1,1,2,4,0
1028,20032,1060,Oaxaca,Fresnillo de Trujano,7,0,0,0,0,0,0,0,0,1,1,0,2,3,0
1029,20033,2822,Oaxaca,Guadalupe Etla,64,0,0,1,0,12,0,2,5,1,4,16,13,6,4
1030,20034,1325,Oaxaca,Guadalupe de Ramírez,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1031,20035,570,Oaxaca,Guelatao de Juárez,7,0,0,0,0,0,1,0,0,2,1,2,1,0,0
1032,20036,5479,Oaxaca,Guevea de Humboldt,8,0,0,0,0,2,0,0,1,0,0,0,0,5,0
1033,20037,4554,Oaxaca,Mesones Hidalgo,8,0,0,1,0,0,1,0,2,0,2,0,1,1,0
1034,20038,2021,Oaxaca,Villa Hidalgo,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1035,20039,81271,Oaxaca,Heroica Ciudad de Huajuapan de León,1661,0,0,7,28,105,204,136,142,158,86,127,377,215,76
1036,20040,6449,Oaxaca,Huautepec,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1037,20041,32459,Oaxaca,Huautla de Jiménez,56,0,0,0,6,6,20,3,1,1,3,4,10,1,1
1038,20042,8521,Oaxaca,Ixtlán de Juárez,73,0,0,0,2,2,0,5,2,1,2,8,47,3,1
1039,20043,103241,Oaxaca,Juchitán de Zaragoza,604,0,1,7,7,74,150,89,54,25,15,27,94,56,5
1040,20044,44584,Oaxaca,Loma Bonita,133,0,1,1,6,24,39,12,3,3,7,14,12,10,1
1041,20045,9300,Oaxaca,Magdalena Apasco,233,0,3,3,7,21,22,16,17,15,12,34,51,29,3
1042,20046,3311,Oaxaca,Magdalena Jaltepec,8,0,0,0,1,0,0,0,0,0,0,1,4,2,0
1043,20047,95,Oaxaca,Santa Magdalena Jicotlán,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1044,20048,1401,Oaxaca,Magdalena Mixtepec,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1045,20049,1209,Oaxaca,Magdalena Ocotlán,13,0,0,0,1,0,3,1,1,2,0,1,1,3,0
1046,20050,3644,Oaxaca,Magdalena Peñasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,20051,4782,Oaxaca,Magdalena Teitipac,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1048,20052,6361,Oaxaca,Magdalena Tequisistlán,19,0,0,0,1,3,4,2,0,0,0,1,8,0,0
1049,20053,1302,Oaxaca,Magdalena Tlacotepec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1050,20054,427,Oaxaca,Magdalena Zahuatlán,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1051,20055,3682,Oaxaca,Mariscala de Juárez,15,0,0,0,0,0,0,1,2,1,0,2,1,8,0
1052,20056,1497,Oaxaca,Mártires de Tacubaya,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1053,20057,40690,Oaxaca,Matías Romero Avendaño,169,0,0,0,7,23,72,25,10,5,4,6,13,3,1
1054,20058,13516,Oaxaca,Mazatlán Villa de Flores,5,0,0,0,0,1,0,0,1,0,0,0,3,0,0
1055,20059,45679,Oaxaca,Miahuatlán de Porfirio Díaz,594,0,0,0,13,42,83,35,34,76,50,69,125,47,20
1056,20060,2713,Oaxaca,Mixistlán de la Reforma,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1057,20061,2846,Oaxaca,Monjas,11,0,0,0,0,1,0,3,3,2,1,1,0,0,0
1058,20062,626,Oaxaca,Natividad,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0
1059,20063,4234,Oaxaca,Nazareno Etla,113,0,0,1,11,14,13,12,9,4,8,9,21,8,3
1060,20064,7729,Oaxaca,Nejapa de Madero,30,0,0,0,2,0,1,1,6,3,4,0,4,9,0
1061,20065,1184,Oaxaca,Ixpantepec Nieves,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0
1062,20066,5572,Oaxaca,Santiago Niltepec,7,0,0,0,0,0,0,0,1,0,0,2,1,2,1
1063,20067,258636,Oaxaca,Oaxaca de Juárez,12136,0,11,24,550,1239,1218,808,1132,1131,893,1676,2011,1185,258
1064,20068,22936,Oaxaca,Ocotlán de Morelos,507,0,0,1,17,57,46,28,31,30,67,109,86,30,5
1065,20069,2745,Oaxaca,La Pe,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1066,20070,7201,Oaxaca,Pinotepa de Don Luis,25,0,0,0,1,1,3,2,0,1,1,6,7,2,1
1067,20071,2996,Oaxaca,Pluma Hidalgo,6,0,0,0,0,0,0,1,1,1,0,0,1,2,0
1068,20072,7071,Oaxaca,San José del Progreso,115,0,0,0,1,8,27,35,6,4,3,9,19,3,0
1069,20073,34568,Oaxaca,Putla Villa de Guerrero,205,0,0,0,0,31,14,14,27,30,19,19,26,23,2
1070,20074,554,Oaxaca,Santa Catarina Quioquitani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,20075,2896,Oaxaca,Reforma de Pineda,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1072,20076,3324,Oaxaca,La Reforma,7,0,0,0,0,0,0,0,1,0,0,1,4,1,0
1073,20077,4087,Oaxaca,Reyes Etla,97,0,0,0,4,11,4,15,5,6,4,7,27,11,3
1074,20078,1160,Oaxaca,Rojas de Cuauhtémoc,12,0,0,0,0,0,0,3,1,6,0,1,1,0,0
1075,20079,92577,Oaxaca,Salina Cruz,1068,0,0,6,44,172,256,107,56,45,40,46,166,112,18
1076,20080,1475,Oaxaca,San Agustín Amatengo,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1077,20081,1800,Oaxaca,San Agustín Atenango,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1078,20082,4096,Oaxaca,San Agustín Chayuco,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0
1079,20083,10151,Oaxaca,San Agustín de las Juntas,219,0,0,0,16,24,18,10,19,15,8,28,38,35,8
1080,20084,4278,Oaxaca,San Agustín Etla,155,0,0,3,7,15,9,7,23,11,12,22,28,16,2
1081,20085,25684,Oaxaca,San Agustín Loxicha,13,0,0,0,0,1,4,0,1,1,2,0,3,1,0
1082,20086,980,Oaxaca,San Agustín Tlacotepec,5,0,0,0,0,1,0,0,1,0,0,0,2,1,0
1083,20087,4610,Oaxaca,San Agustín Yatareni,106,0,0,1,4,8,10,7,5,4,18,22,18,8,1
1084,20088,2867,Oaxaca,San Andrés Cabecera Nueva,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1085,20089,2199,Oaxaca,San Andrés Dinicuiti,11,0,0,0,0,0,0,0,2,0,0,0,3,3,3
1086,20090,6381,Oaxaca,San Andrés Huaxpaltepec,10,0,0,0,0,0,1,0,0,4,0,0,1,4,0
1087,20091,5655,Oaxaca,San Andrés Huayápam,214,0,0,3,5,19,28,6,25,20,12,30,39,19,8
1088,20092,1666,Oaxaca,San Andrés Ixtlahuaca,27,0,0,1,2,9,4,1,3,1,0,1,5,0,0
1089,20093,505,Oaxaca,San Andrés Lagunas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,20094,1814,Oaxaca,San Andrés Nuxiño,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1091,20095,4502,Oaxaca,San Andrés Paxtlán,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1092,20096,778,Oaxaca,San Andrés Sinaxtla,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1093,20097,1779,Oaxaca,San Andrés Solaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,20098,4590,Oaxaca,San Andrés Teotilálpam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,20099,525,Oaxaca,San Andrés Tepetlapa,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1096,20100,462,Oaxaca,San Andrés Yaá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,20101,735,Oaxaca,San Andrés Zabache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,20102,4838,Oaxaca,San Andrés Zautla,71,0,0,0,3,3,4,1,4,2,4,9,23,16,2
1099,20103,6330,Oaxaca,San Antonino Castillo Velasco,91,0,0,1,29,15,5,1,5,0,1,11,13,10,0
1100,20104,2788,Oaxaca,San Antonino el Alto,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0
